Current Family,Current Scienticfic Name,Dowhan Family,Name in Dowhan 1979 ,Common Name(s),Origin,Conservation Status,Connecticut (sources used by Haines),Notes,Other synonyms,,,,,,
Linaceae,Linum virginianum L.,same,same,woodland yellow flax; wild flax; slender yellow flax,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Linderniaceae,Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperrider,Scrophulariaceae,Lindernia anagallidea (Michx.) Pennell,yellow-seeded false pimpernel,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Linderniaceae,Lindernia dubia (L.) Pennell var. dubia,Scrophulariaceae,Lindernia dubia (L.) Pennell var. dubia; Lindernia dubia (L.) Pennell var. riparia (Raf.) Fern.,yellow-seeded false pimpernel,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lycopodiaceae,Dendrolycopodium dendroideum (Michx.) A. Haines,Lycopodiaceae,Lycopodium dendroideum Michx.,prickly tree-clubmoss; round-branch ground pine,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Dendrolycopodium dendroidum × D. hickeyi,new,new,,N,,Hickey (1978),,,,,,,,
Lycopodiaceae,Dendrolycopodium dendroidum × D. obscurum,new,new,,N,,Hickey (1978); Eaton s.n. (GH),,,,,,,,
Lycopodiaceae,"Dendrolycopodium hickeyi (W.H. Wagner, Beitel, & Moran) A. Haines",Lycopodiaceae,Lycopodium obscurum L. var. isophyllum Hickey,Hickey's tree-clubmoss,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Dendrolycopodium hickeyi × D. obscurum,new,new,,N,,Hickey (1978),,,,,,,,
Lycopodiaceae,Dendrolycopodium obscurum (L.) A. Haines,Lycopodiaceae,Lycopodium obscurum L. var. obscurum,flat-branched tree-clubmoss; tree-clubmoss,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Diphasiastrum digitatum (Dill. ex A. Braun) Holub,Lycopodiaceae,Lycopodium flabelliforme (Fern.) Blanch.,southern ground-pine; ground-pine,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Diphasiastrum tristachyum (Pursh) Holub,Lycopodiaceae,Lycopodium tristachyum Pursh,blue ground-cedar; ground cedar,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Lycopodiella ×copelandii (Eig.) Cranfill,new,new,,N,,Angelo and Boufford (online atlas),,,,,,,,
Lycopodiaceae,Lycopodiella ×gilmanii A. Haines,new,new,,N,,Angelo and Boufford (online atlas); Haines (2003; American Fern Journal),,,,,,,,
Lycopodiaceae,Lycopodiella alopecuroides (L.) Cranfill,new,new,foxtail bog-clubmoss,N,En,Haines (2003),,,,,,,,
Lycopodiaceae,Lycopodiella appressa (Chapman) Cranfill,Lycopodiaceae,Lycopodium  inundatum L. var. bigelovii Tuckerman,appressed bog-clubmoss,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Lycopodiella inundata (L.) Holub,Lycopodiaceae,Lycopodium inundatum L. var. inundatum,northern bog-clubmoss; bog-clubmoss,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Lycopodium clavatum L.,Lycopodiaceae,Lycopodium clavatum L. var. clavatum,common clubmoss; running pine,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Lycopodium lagopus (Laestad. ex Hartm.) Zinserl. ex Kuzen.,Lycopodiaceae,Lycopodium clavatum L. var. monostachyon Grev. & Hook.; Lycopodium clavatum L. var. megastachyon Fern. & Bissell,one-cone clubmoss,N,,Haines (2003),,,,,,,,
Lycopodiaceae,Spinulum annotinum (L.) A. Haines,Lycopodiaceae,Lycopodium annotinum L. var. annotinum; Lycopodium annotinum L. var. acrifolium Fern.,common interrupted-clubmoss; stiff or bristly clubmoss,N,,Haines (2003),,,,,,,,
Lygodiaceae,Lygodium palmatum (Bernh.) Sw.,Schizaeaceae,same,climbing fern; Hartford fern,N,SC,Nauman (1993),,,,,,,,
Lythraceae,Cuphea viscosissima Jacq.,same,Cuphea petiolata (L.) Koehne,clammy waxweed; clammy cuphea,N,SCH,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lythraceae,Decodon verticillatus (L.) Ell.,same,Decodon verticillatus (L.) Ell. var. verticilliatus; Decodon verticillatus (L.) Ell. var. laevigatus Torr. & Gray,swamp-loosestrife; water-willow,N,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lythraceae,Lythrum alatum Pursh ssp. alatum,same,Lythrum alatum Pursh,winged loosestrife,N,En,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lythraceae,Lythrum lineare L.,same,same,saltmarsh loosestrife; narrow-leaved loosestrife,N,,Dowhan (1979),,,,,,,,
Lythraceae,Lythrum salicaria L.,same,Lythrum salicaria L. var. salicaria; Lythrum salicaria L. var. tomentosum (P. Mill.) DC.,purple loosestrife,I,,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lythraceae,Rotala ramosior (L.) Koehne,same,same,toothcup,N,T,"Seymour (1982), Kartesz (1999)",,,,,,,,
Lythraceae,Trapa natans L.,new,new,water-chestnut,I,,Les Mehrhoff (IPANE data; Connecticut River),,,,,,,,
Magnoliaceae,Liriodendron tulipifera L.,same,same,"tuliptree, yellow poplar",N,,Meyer (1997),,,,,,,,
Magnoliaceae,Magnolia acuminata L.,same,same,cucumber-tree,E,,Kartesz (1999); Magee and Ahles (1999),noted as possibly native by Dowhan,,,,,,,
Magnoliaceae,Magnolia tripetala (L.) L.,new,new,umbrella-tree,E,,Kartesz (1999); Magee and Ahles (1999),,,,,,,,
Magnoliaceae,Magnolia virginiana L. ssp. virginiana,new,new,sweet-bay,E,,Angelo and Boufford (ined.; Rhodora),Native to MA but not CT,,,,,,,
Malvaceae,Abelmoschus esculentus (L.) Moench,new,new,okra,E,,,,,,,,,,
Malvaceae,Abutilon pictum (Gill.) Walp.,new,new,painted Indian-mallow,E,,Graves et al. (1910; page 278),,,,,,,,
Malvaceae,Abutilon theophrasti Medik.,same,Abutilon theophrasti Medic.,velvet-leaf Indian-mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Alcea rosea L.,same,Althaea rosea Cav.,hollyhock,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Althaea officinalis L.,same,same,common marsh-mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Anoda cristata (L.) Schlecht.,same,same,crested anoda,E,,Dowhan (1979); Harter et al. (1917; Rhodora 19: 230),,,,,,,,
Malvaceae,Hibiscus moscheutos L. ssp. moscheutos,same,Hibiscus palustris L.,swamp rose-mallow,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Hibiscus syriacus L.,same,same,shrubby rose-mallow; rose-of-Sharon,E,,Dowhan (1979); Graves et al. (1910),,,,,,,,
Malvaceae,Hibiscus trionum L.,same,same,Venice rose-mallow; flower-of-an-hour,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Malva alcea L.,same,same,vervain mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Malva moschata L.,same,same,musk mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Malva neglecta Wallr.,same,same,common mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Malva sylvestris L.,same,Malva sylvestris L. var. sylvestris; Malva sylvestris L. var. mauritiana (L.) Boiss.,high mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Malva verticillata L.,same,Malva verticillata L. var. crispa L.,curled mallow; whorled mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Sida spinosa L.,same,same,prickly fanpetals; prickly mallow,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Tilia ×vulgaris Hayne,Tiliaceae,Tilia europaea L.,European linden,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Tilia americana L. var. americana,Tiliaceae,Tilia americana L.; Tilia neglecta Spach.,American linden; American basswood,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Malvaceae,Tilia cordata P. Mill.,new,new,small-leaved linden,E,,Kartesz (2008); Tucker (1995),,,,,,,,
Malvaceae,Tilia platyphyllos Scop.,new,same,large-leaved linden,E,,NOT,,,,,,,,
Marsileaceae,Marsilea quadrifolia L. ,same,same,European water-clover; water shamrock,I,,,,,,,,,,
Melanthiaceae,Chamaelirium luteum (L.) Gray,Liliaceae,same,devil's bit; blazing star,N,En,Utech (2002),,,,,,,,
Melanthiaceae,Stenanthium gramineum (Ker-Gawl.) Morong,new,new,eastern featherbells,E,,Bill Moorhead (personal communication; images seen!),,,,,,,,
Melanthiaceae,Trillium cernuum L.,Liliaceae,Trillium cernuum L. var. cernuum; Trillium cernuum L. var. macranthum Wieg.,nodding wakerobin; nodding trillium,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Melanthiaceae,Trillium erectum L.,Liliaceae,same,red wakerobin; purple trillium,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Melanthiaceae,Trillium grandiflorum (Michx.) Salisb.,Liliaceae,same,white wakerobin; large-flowered white trillium,N,,Kartesz (1999); Graves et al. (1910),,,,,,,,
Melanthiaceae,Trillium nivale Riddell,new,new,snow wakerobin,E,,,,,,,,,,
Melanthiaceae,Trillium recurvatum Beck,new,new,prairie wakerobin,E,,,,,,,,,,
Melanthiaceae,Trillium undulatum Willd.,Liliaceae,same,painted wakerobin; painted trillium,N,,Angelo and Boufford (2000); Kartesz (1999),,,,,,,,
Melanthiaceae,Veratrum latifolium (Desr.) W.B. Zomlefer,Liliaceae,Melanthium hybridum Walt.,slender bunch-flower,N,SCH,Bodkin and Utech (2002),,,,,,,,
Melanthiaceae,Veratrum viride Ait. ssp. viride,Liliaceae,Veratrum viride Ait.,American false hellebore,N,,McNeal and Shaw (2002),,,,,,,,
Melastomataceae,Rhexia virginica L.,same,same,Virginia meadow-beauty,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Menispermaceae ,Menispermum canadense L.,same,same,Canada moonseed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Menyanthaceae,Menyanthes trifoliata L.,Gentianaceae,Menyanthes trifoliata L. var. minor Raf.,buck-bean,N,,,,,,,,,,
Menyanthaceae,Nymphoides cordata (Ell.) Fern.,Gentianaceae,Nymphoides cordata (Ell.) Fern.,little floating-heart,N,,,,,,,,,,
Menyanthaceae,Nymphoides peltata (Gmel.) Kuntze,new,new,yellow floating-heart,I,,,,,,,,,,
Molluginaceae,Mollugo verticillata L.,Aizoaceae,same,green carpetweed,E,,,,,,,,,,
Moraceae,Broussonetia papyrifera (L.) L'Hér ex Vent.,same,Broussonetia papyrifera (L.) Vent. ,paper-mulberry,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Moraceae,Fatoua villosa (Thunb.) Nakai,new,new,hairy crabweed,E,,,,,,,,,,
Moraceae,Maclura pomifera (Raf.) Schneid.,same,same,Osage-orange,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Moraceae,Morus alba L.,same,same,white mulberry,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Moraceae,Morus rubra L.,same,same,red mulberry,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Myricaceae,Comptonia peregrina (L.) Coult.,same,same,sweet-fern,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myricaceae,Morella caroliniensis (Mill.) Small,same,Myrica pensylvanica Loisel.,bayberry,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myricaceae,Myrica gale L.,same,Myrica gale L. var. gale; Myrica gale L. var. subglabra (Chev.) Fern.,sweetgale,N,,"Gilman (in prep.), Kartesz (2008)",,,,,,,,
Myrsinaceae,Lysimachia ×producta (Gray) Fern.,Primulaceae,same,,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia arvensis (L.) U. Manns & A. Anderb.,Primulaceae,Anagallis arvensis L.,scarlet pimpernel,E,,Magee and Ahles (1999); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia borealis (Raf.) U. Manns & A. Anderb.,Primulaceae,Trientalis borealis Raf.,starflower,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia ciliata L.,Primulaceae,same,fringed yellow-loosestrife,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia clethroides Duby in DC.,Primulaceae,Lysimachia clethroides Duby,goose-neck yellow-loosestrife,E,,Dowhan (1979); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia hybrida Michx.,Primulaceae,same,lowland yellow-loosestrife; lance-leaved loosestrife,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia nummularia L.,Primulaceae,same,creeping yellow-loosestrife; moneywort,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia punctata L.,Primulaceae,same,large yellow-loosestrife; garden loosestrife,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia quadrifolia L.,Primulaceae,same,whorled yellow-loosestrife,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia terrestris (L.) B.S.P.,Primulaceae,same,swamp yellow-loosestrife; swamp-candles,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia thyrsiflora L.,Primulaceae,same,tufted yellow-loosestrife,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Myrsinaceae,Lysimachia vulgaris L.,Primulaceae,same,garden yellow-loosestrife,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Nartheciaceae,Aletris farinosa L.,Liliaceae,same,white colic-root; unicorn-root,N,,Sullivan (2002),,,,,,,,
Nelumbonaceae,Nelumbo lutea Willd.,Nymphaeaceae,same,American lotus,I,,,,,,,,,,
Nyctaginaceae,Mirabilis hirsuta (Pursh) MacM.,same,same,hairy umbrella-wort,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Nyctaginaceae,Mirabilis jalapa L.,same,same,four o'clock umbrella-wort,E,,Dowhan (1979); Kartesz (2008),,,,,,,,
Nyctaginaceae,Mirabilis linearis (Pursh) Heimerl var. linearis,same,Mirabilis linearis (Pursh) Heimerl,narrow-leaved umbrella-wort,E,,Graves et al. (1910),,,,,,,,
Nyctaginaceae,Mirabilis nyctaginea (Michx.) MacM.,same,same,heart-leaved umbrella-wort,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Nymphaeaceae,Brasenia schreberi J.F. Gmel.,same,Brasenia schreberi Gmel.,water-shield,N,,Wiersema (1997),,,,,,,,
Nymphaeaceae,Cabomba caroliniana Gray,same,same,Carolina fanwort; fanwort,I,,Wiersema (1997),,,,,,,,
Nymphaeaceae,Nuphar ×rubrodisca Morong,same,same,,N,,Wiersema and Hellquist (1997),,,,,,,,
Nymphaeaceae,Nuphar advena (Ait.) Ait. f. in Ait. & Ait. f.,same,Nuphar advena (Ait.) Ait. f. ,immigrant pond-lily; large yellow pond-lily,N,SCH,Wiersema and Hellquist (1997),,,,,,,,
Nymphaeaceae,Nuphar microphylla (Pers.) Fern.,same,Nuphar microphyllum (Pers.) Fern.,small-leaved pond-lily; small yellow pond-lily,N,SC,Wiersema and Hellquist (1997),Believed extirpated in Connecticut,,,,,,,
Nymphaeaceae,Nuphar variegata Dur.,same,Nuphar variegatum Engelm.,bullhead pond-lily; bullhead lily,N,,Wiersema and Hellquist (1997),,,,,,,,
Nymphaeaceae,Nymphaea odorata Ait.,same,same,white water-lily,N,,Wiersema (1997),,,,,,,,
Nymphaeaceae,Nymphaea tuberosa Paine,same,same,tuberous water-lily,E,,Wiersema (1997),"Native to Lake Champlain, introduced elsewhere in New England; Dowhan treats as native",,,,,,,
Oleaceae,Forsythia suspensa (Thunb.) Vahl,new,new,weeping forsythia,E,,Magee and Ahles (1999); NEBC!,,,,,,,,
Oleaceae,Forsythia viridissima Lindl.,same,same,green-stemmed forsythia,E,,Graves et al. (1910); NEBC!,,,,,,,,
Oleaceae,Fraxinus americana L.,same,same,white ash,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Oleaceae,Fraxinus excelsior L.,same,same,European ash,E,,Dowhan (1979); Kartesz (2008),,,,,,,,
Oleaceae,Fraxinus nigra Marsh.,same,same,black ash,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Oleaceae,Fraxinus pennsylvanica Marsh.,same,Fraxinus pennsylvanica Marsh. var. pennsylvanica; Fraxinus pennsylvanica Marsh. var. subintegerrima (Vahl) Fern.,green ash,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Oleaceae,Ligustrum obtusifolium Sieb. & Zucc. var. obtusifolium,same,Ligustrum obtusifolium Sieb. & Zucc.,border privet,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Oleaceae,Ligustrum ovalifolium Hassk.,new,new,California privet,I,,Les Mehrhoff (IPANE data); Kartesz (2008),,,,,,,,
Oleaceae,Ligustrum sinense Lour.,new,new,Chinese privet,E,,Les Mehrhoff (IPANE data); Kartesz (2008),,,,,,,,
Oleaceae,Ligustrum vulgare L.,same,same,European privet,I,,Seymour (1982); Kartesz (2008),,,,,,,,
Oleaceae,Syringa vulgaris L.,same,same,common lilac,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Chamerion angustifolium (L.) Holub ssp. circumvagum (Mosq.) Kartesz,same,Epilobium angustifolium L.,narrow-leaved fireweed,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Circaea ×sterilis Boufford,new,Circaea ×canadensis Hill,,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Circaea alpina L. ssp. alpina,same,Circaea alpina L.,small enchanter's nightshade,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Circaea canadensis (L.) Hill ssp. canadensis,same,Circaea quadrisulcata (Maxim.) Franch. & Sav. var. canadensis (L.) Hara,broad enchanter's nightshade,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Clarkia pulchella Pursh,new,new,elk horn clarkia,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Epilobium ciliatum Raf. var. ciliatum,same,Epilobium ciliatum Raf.; Epilobium glandulosum Lehm. var. adenocaulon (Haussk.) Fern.,fringed willow-herb; northern willow-herb,N,,Graves et al. (1910),,,,,,,,
Onagraceae,Epilobium coloratum Biehler,same,same,eastern willow-herb; purple-leaved willow herb,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Epilobium hirsutum L.,same,same,hairy willow-herb,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Epilobium leptophyllum Raf.,same,same,bog willow-herb; narrow-leaved willow-herb,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Epilobium palustre L.,same,Epilobium palustre L. var. palustre; Epilobium palustre L. var. oliganthum (Michx.) Fern.,marsh willow-herb,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Epilobium strictum Muhl. ex Spreng.,new,Epilobium strictum Muhl. ,downy willow-herb,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Ludwigia ×lacustris Eames,same,same,,N,,Peng et al. (2005),,,,,,,,
Onagraceae,Ludwigia alternifolia L.,same,same,square-pod water-primrose; seedbox,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Ludwigia palustris (L.) Ell.,same,Ludwigia palustris (L.) Ell. var. americana,common water-primrose; marsh or water purslane,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Ludwigia polycarpa Short & Peter,same,same,many-fruited water-primrose; many-fruited false loosestrife,N,SCH,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Ludwigia sphaerocarpa Ell.,same,Ludwigia sphaerocarpa Ell. var. macrocarpa Fern. & Grisc.,round-pod water-primrose,N,En,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera biennis L.,same,same,common evening-primrose,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera filiformis (Small) W.L. Wagner & Hoch,same,new,bee-blossom,E,,Raven and Gregory (1972; Memoirs of the Torrey Botanical Club 23),,,,,,,,
Onagraceae,Oenothera fruticosa L. ssp. fruticosa,same,Oenothera fruticosa L. var. fruticosa; Oenothera fruticosa L. var. eamesii (Robins.) Blake; Oenothera fruticosa L. var. humifusa Allen; Oenothera fruticosa L. var. linearis (Michx.) S. Wats.; Oenothera tetragona Roth var. longistipata (Pennell) Munz.,narrow-leaved evening-primrose; sundrops,N,SC,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera fruticosa L. ssp. glauca (Michx.) Straley,same,Oenothera tetragona Roth. var. tetragona,narrow-leaved evening-primrose,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera gaura W.L. Wagner & Hoch,same,Gaura biennis L.,biennial bee-blossom; common evening-primrose,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera glazioviana Micheli in Mart.,same,Oenothera erythrosepala Borbas; Oenothera grandiflora Ait.,garden evening-primrose,E,,Dietrich et al. (1997),"O. grandiflora not a synonym, but most previous reports of it from New England were referred to this species (A. Haines)",,,,,,,
Onagraceae,Oenothera laciniata Hill,same,same,cut-leaved evening-primrose,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera nutans Atkinson & Bartlett,new,new,nodding evening-primrose,N,,Dietrich et al. (1997),,,,,,,,
Onagraceae,Oenothera oakesiana (Gray) J.W. Robbins ex S. Wats. & Coult.,same,Oenothera parviflora L. var. angustissima (R.R. Gates) Wieg.; Oenothera parviflora L. var. oakesiana (Robbins.) Fern.,Oakes' evening-primrose; small-flowered evening-primrose,N,,Dietrich et al. (1997),,,,,,,,
Onagraceae,Oenothera parviflora L.,same,Oenothera parviflora L. var. parviflora; Oenothera cruciata Nutt.,small evening-primrose,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera perennis L.,same,same,little evening-primrose; small sundrops,N,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera pilosella Raf. ssp. pilosella,same,Oenothera pilosella Raf.,meadow evening-primrose; prairie sundrops,E,,Seymour (1982); Kartesz (2008),,,,,,,,
Onagraceae,Oenothera villosa Thunb. ssp. villosa,new,new,hairy evening-primrose,N,,Dietrich et al. (1997),,,,,,,,
Onocleaceae,Matteuccia struthiopteris (L.) Todaro ssp. pensylvanica (Willd.) A. & D. Löve,Polypodiaceae,Matteuccia struthiopteris (L.) Todaro,ostrich fern,N,,,Johnson (1993),,,,,,,
Onocleaceae,Onoclea sensibilis L.,Polypodiaceae,same,sensitive fern,N,,,Johnson (1993),,,,,,,
Ophioglossaceae,Botrychium angustisegmentum (Pease & Moore) Fern.,same,Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore,lance-leaved grapefern,N,,Wagner and Wagner (1993),,,,,,,,
Ophioglossaceae,Botrychium dissectum Spreng.,same,same,prairie moonwort; cut-leaved grapefern,N,,Wagner and Wagner (1993),Also included under B. oneidense,,,,,,,
Ophioglossaceae,Botrychium matricariifolium (Döll) A. Braun ex Koch,same,Botrychium matricariaefolium A. Br.,daisy-leaved moonwort; daisyleaf grapefern,N,,,,,,,,,,
Ophioglossaceae,Botrychium multifidum (Gmel.) Rupr.,same,Botrychium multifidum (Gmel.) Rupr. var. mulitfidum; Botrychium multifidum (Gmel.) Rupr. var. intermedium (D.C. Eat.) Farw.,leathery grapefern,N,,Wagner and Wagner (1993),,,,,,,,
Ophioglossaceae,Botrychium oneidense (Gilbert) House,same,Botrychium dissectum Spreng.,blunt-lobed grapefern,N,,Wagner and Wagner (1993),Also included under B. dissectum,,,,,,,
Ophioglossaceae,Botrychium rugulosum W.H. Wagner,new,new,St. Lawrence grapefern; ternate grapefern,N,,,,,,,,,,
Ophioglossaceae,Botrychium simplex E. Hitchc.,same,"Botrychium simplex E. Hitchc. var. simplex
",least moonwort; dwarf grapefern; little grapefern,N,SC,Wagner and Wagner (1993),,,,,,,,
